"date","close","volume","open","high","low"
"2019/06/26","727.4900","288194.0000","735.1000","737.8300","723.5300"
"2019/06/25","733.2200","460987.0000","733.9400","739.9600","727.7400"
"2019/06/24","724.1300","378562.0000","726.7700","731.0000","720.3206"
"2019/06/21","726.8500","363103.0000","739.6600","739.6600","726.8500"
"2019/06/20","738.8000","366649.0000","742.0000","742.6400","732.7300"
"2019/06/19","736.3500","314308.0000","732.1900","737.1600","723.0605"
"2019/06/18","732.5400","384759.0000","733.7500","740.0000","724.3000"
"2019/06/17","731.6500","358349.0000","743.0000","749.2300","730.0100"
"2019/06/14","740.5900","380919.0000","733.8800","742.2700","730.6100"
"2019/06/13","732.2900","417905.0000","741.8400","749.2450","728.6600"
"2019/06/12","737.7400","450933.0000","733.7700","743.4300","732.2200"
"2019/06/11","729.2400","476825.0000","720.5100","730.4100","718.0100"
"2019/06/10","720.5200","541105.0000","716.7000","730.0000","714.8500"
"2019/06/07","709.8700","595921.0000","698.0000","714.4200","697.8500"
"2019/06/06","692.1800","591950.0000","683.1500","694.0000","677.4300"
"2019/06/05","679.4800","678525.0000","663.5000","679.4800","663.3150"
"2019/06/04","662.1800","842592.0000","649.0700","665.3900","647.9500"
"2019/06/03","641.6600","624615.0000","657.6300","667.9100","636.7300"
"2019/05/31","659.9700","634520.0000","662.9500","669.0000","657.7100"
"2019/05/30","678.0000","339165.0000","667.9800","678.8400","665.0100"
"2019/05/29","667.9700","571211.0000","676.4000","676.4000","660.0300"
"2019/05/28","680.0700","645205.0000","662.9000","681.6400","662.3800"
"2019/05/24","662.5600","605661.0000","670.0000","671.9700","658.7300"
"2019/05/23","667.1200","1491030.0000","682.0000","687.0000","656.1424"
"2019/05/22","706.0400","677351.0000","715.0000","718.2600","704.6200"
"2019/05/21","715.0000","441499.0000","721.5600","723.0000","714.9900"
"2019/05/20","718.0000","473725.0000","717.0000","727.0000","715.0201"
"2019/05/17","715.9100","538507.0000","705.0000","718.9600","705.0000"
"2019/05/16","708.9300","422448.0000","708.0700","719.1400","705.1192"
"2019/05/15","705.8900","307774.0000","700.0100","710.6700","698.5200"
"2019/05/14","703.1800","504920.0000","690.5100","708.8500","687.0000"
"2019/05/13","687.2700","470078.0000","697.6000","698.6200","680.6900"
"2019/05/10","705.4400","520821.0000","702.8000","708.6500","693.4900"
"2019/05/09","705.1300","322303.0000","706.0000","708.2600","697.4050"
"2019/05/08","709.5700","475314.0000","706.3800","713.8628","701.5500"
"2019/05/07","706.5200","463060.0000","716.6300","721.4200","702.1000"
"2019/05/06","716.6700","517980.0000","703.2300","720.0000","702.9000"
"2019/05/03","709.5200","436348.0000","707.5700","710.9321","703.4200"
"2019/05/02","707.8700","623504.0000","687.4000","708.8585","686.1500"
"2019/05/01","688.5600","410626.0000","688.8600","697.3300","685.4000"
"2019/04/30","688.0400","591516.0000","677.9100","689.3599","670.0000"
"2019/04/29","677.9000","634611.0000","680.3500","680.5000","669.1200"
"2019/04/26","676.7900","765823.0000","682.0000","689.3073","674.5750"
"2019/04/25","678.0700","2330808.0000","711.0100","713.5500","658.5046"
"2019/04/24","709.7500","1137485.0000","705.9600","714.2900","698.7900"
"2019/04/23","702.4600","526079.0000","701.9000","704.6400","696.0000"
"2019/04/22","701.6700","463290.0000","699.0000","702.8419","692.0000"
"2019/04/18","700.0000","643974.0000","695.0000","700.0000","687.0001"
"2019/04/17","688.2100","864562.0000","699.4100","699.9400","686.5000"
"2019/04/16","706.4800","444323.0000","716.6500","716.6500","704.7600"
"2019/04/15","712.2700","271812.0000","712.1900","714.4900","708.3501"
"2019/04/12","712.4400","417222.0000","707.5000","715.2500","707.5000"
"2019/04/11","707.5300","779944.0000","711.8400","713.0228","705.1800"
"2019/04/10","718.8500","433219.0000","711.0000","719.4400","711.0000"
"2019/04/09","710.6700","507367.0000","713.0800","721.2100","709.8900"
"2019/04/08","714.6800","557623.0000","708.0000","716.4900","707.8500"
"2019/04/05","708.3700","790621.0000","703.4500","709.6800","701.0800"
"2019/04/04","703.3800","527790.0000","704.9900","708.8600","695.3700"
"2019/04/03","705.6400","420124.0000","704.5900","707.6600","701.3200"
"2019/04/02","704.8000","556867.0000","703.0000","707.7600","698.0300"
"2019/04/01","705.7400","693427.0000","712.1500","715.6200","696.9600"
"2019/03/29","710.3100","755520.0000","704.8200","711.4900","701.2000"
"2019/03/28","702.5100","487778.0000","697.3200","703.1600","694.0100"
"2019/03/27","697.8700","692678.0000","689.9500","701.9900","689.9500"
"2019/03/26","688.8200","718500.0000","679.9900","692.7500","678.5800"
"2019/03/25","676.7700","681177.0000","669.9900","679.0000","657.5600"
"2019/03/22","671.4600","609036.0000","675.4000","679.2400","666.8500"
"2019/03/21","670.4500","605045.0000","668.0900","680.0000","667.8100"
"2019/03/20","665.7900","338818.0000","664.6600","670.8119","661.9300"
"2019/03/19","665.8600","868167.0000","657.0000","671.9900","653.0300"
"2019/03/18","655.8000","836211.0000","643.3600","656.5900","641.0600"
"2019/03/15","639.0000","592691.0000","643.5700","646.5400","637.4700"
"2019/03/14","642.3900","433774.0000","637.0700","642.9300","635.4000"
"2019/03/13","637.0700","456128.0000","633.5000","641.6400","633.0100"
"2019/03/12","630.9900","711278.0000","618.3400","635.6000","618.3400"
"2019/03/11","616.8800","485058.0000","615.8200","618.5100","613.2400"
"2019/03/08","616.4400","598051.0000","607.9100","616.8100","604.6400"
"2019/03/07","609.5300","434443.0000","614.4200","614.8700","607.1267"
"2019/03/06","613.4100","272772.0000","616.0100","619.2100","611.0800"
"2019/03/05","616.0100","337963.0000","618.4800","622.0000","613.4800"
"2019/03/04","618.8500","727271.0000","612.4000","622.4900","612.2300"
"2019/03/01","611.6300","501603.0000","610.1000","613.7000","604.7900"
"2019/02/28","607.5300","660378.0000","599.5900","609.6000","598.2500"
"2019/02/27","599.2800","373668.0000","597.4000","602.0000","595.4300"
"2019/02/26","599.5000","414358.0000","595.0000","601.7500","594.6600"
"2019/02/25","596.6600","478607.0000","601.0000","604.3700","594.1500"
"2019/02/22","600.2200","279953.0000","600.5900","602.2000","595.7600"
"2019/02/21","601.1900","465733.0000","597.7300","606.6300","592.7300"
"2019/02/20","597.7400","386068.0000","598.4100","600.5235","594.2100"
"2019/02/19","599.4600","487802.0000","606.1400","609.2400","599.0200"
"2019/02/15","605.8900","584006.0000","606.5100","609.2900","601.1810"
"2019/02/14","604.4300","489577.0000","597.0200","606.9000","593.7976"
"2019/02/13","599.6200","506318.0000","593.5700","603.2900","593.5700"
"2019/02/12","593.6600","939190.0000","608.0000","612.6008","592.5500"
"2019/02/11","603.3600","1504399.0000","584.1500","608.5463","584.1500"
"2019/02/08","582.7700","886545.0000","582.4100","592.2140","578.6101"
"2019/02/07","585.7800","4365635.0000","568.4200","606.0000","566.6800"
"2019/02/06","526.0600","1216044.0000","527.2800","530.7250","519.0900"
"2019/02/05","526.6500","387264.0000","531.3000","531.8000","523.4300"
"2019/02/04","527.9200","549022.0000","528.2600","536.9200","525.4600"
"2019/02/01","527.2000","642491.0000","529.4800","530.9700","522.7600"
"2019/01/31","529.6100","348792.0000","532.8000","534.9800","527.4600"
"2019/01/30","532.9800","397142.0000","534.9400","538.6299","527.0300"
"2019/01/29","530.0600","559190.0000","533.0000","534.0000","519.3426"
"2019/01/28","532.0000","577562.0000","540.6000","542.6300","531.7800"
"2019/01/25","543.3700","675006.0000","539.0000","543.9000","535.3500"
"2019/01/24","533.3900","782907.0000","521.5000","536.0500","518.6600"
"2019/01/23","521.3700","1031008.0000","523.5300","532.4100","519.0800"
"2019/01/22","520.0800","968107.0000","512.2000","525.4900","511.0000"
"2019/01/18","513.2400","880289.0000","521.3300","523.7850","509.6319"
"2019/01/17","517.6600","753447.0000","511.9100","521.4400","509.0100"
"2019/01/16","514.8200","523504.0000","515.5200","518.9199","512.6100"
"2019/01/15","514.4900","712450.0000","503.0000","517.0000","500.1200"
"2019/01/14","501.9900","838964.0000","502.8500","510.9880","499.7600"
"2019/01/11","506.9500","785190.0000","507.3900","513.3000","504.0000"
"2019/01/10","509.6200","831884.0000","495.7900","509.8300","495.6700"
"2019/01/09","498.4800","792673.0000","497.1900","505.5200","491.2500"
"2019/01/08","497.3700","882411.0000","493.1900","499.6662","485.3300"
"2019/01/07","485.1500","1021687.0000","454.6100","485.9100","453.9150"
"2019/01/04","455.0000","899234.0000","444.0100","457.3400","441.2800"
"2019/01/03","439.4500","657689.0000","441.9300","450.0000","438.0800"
"2019/01/02","443.3600","705841.0000","427.8300","447.4600","423.9800"
"2018/12/31","431.7900","500487.0000","425.3900","433.4900","425.3900"
"2018/12/28","424.1900","698976.0000","415.0800","430.0000","415.0800"
"2018/12/27","414.5500","567748.0000","404.4200","414.5739","400.2100"
"2018/12/26","405.7200","633126.0000","387.0400","406.1600","383.6610"
"2018/12/24","385.8400","425238.0000","390.0000","392.5600","383.2000"
"2018/12/21","394.4200","949445.0000","401.5000","407.1000","390.7000"
"2018/12/20","400.7700","1361894.0000","422.4100","424.6300","391.6700"
"2018/12/19","427.0500","942953.0000","441.8600","447.3800","424.1100"
"2018/12/18","443.8000","654377.0000","447.8800","450.7300","438.8000"
"2018/12/17","443.5000","820903.0000","457.1000","459.8095","442.0100"
"2018/12/14","457.8300","696454.0000","467.8400","472.2000","455.3000"
"2018/12/13","472.7300","319705.0000","473.7100","475.7900","466.0200"
"2018/12/12","471.3100","403236.0000","472.3500","475.6700","464.1700"
"2018/12/11","472.3500","370216.0000","477.0000","479.9100","467.1100"
"2018/12/10","475.1500","645921.0000","469.0400","477.8700","462.4829"
"2018/12/07","467.4300","709534.0000","470.5000","479.8700","462.8200"
"2018/12/06","469.9400","641749.0000","467.2900","470.3100","453.3800"
"2018/12/04","468.3500","547615.0000","474.0000","483.0800","464.8900"
"2018/12/03","475.3800","456547.0000","477.5200","478.8700","468.0000"
"2018/11/30","473.2100","956163.0000","480.5700","482.5500","463.0000"
"2018/11/29","482.5600","415118.0000","489.9500","493.9800","482.1378"
"2018/11/28","490.5200","663458.0000","475.9500","493.9100","475.0200"
"2018/11/27","473.4500","360781.0000","463.3400","474.2900","463.3400"
"2018/11/26","466.0200","479660.0000","474.3500","474.5297","461.1600"
"2018/11/23","471.4200","216506.0000","469.0000","476.0300","467.0000"
"2018/11/21","471.2600","431258.0000","462.0000","475.7850","462.0000"
"2018/11/20","461.6300","704292.0000","455.7600","470.7000","454.3700"
"2018/11/19","465.8700","673513.0000","472.3500","474.4000","459.0000"
"2018/11/16","472.7600","807504.0000","472.0000","475.8570","468.3550"
"2018/11/15","472.3000","655860.0000","477.9100","477.9100","466.5700"
"2018/11/14","479.3200","731326.0000","483.6600","488.8500","475.6300"
"2018/11/13","484.8200","498859.0000","491.0800","494.1400","483.5900"
"2018/11/12","489.6700","848992.0000","490.2900","500.9800","488.4600"
"2018/11/09","490.7600","883848.0000","476.9900","491.9300","476.1750"
"2018/11/08","478.3000","421927.0000","477.0000","483.6600","475.9900"
"2018/11/07","477.4900","464604.0000","476.1000","479.8000","474.2700"
"2018/11/06","474.1500","691816.0000","469.6800","475.6250","466.6000"
"2018/11/05","469.6500","691075.0000","477.0000","480.9400","468.0100"
"2018/11/02","476.3900","693867.0000","475.9100","482.0000","471.1500"
"2018/11/01","472.6200","787417.0000","462.0000","478.4200","457.2996"
"2018/10/31","460.3300","1210641.0000","465.6400","470.7750","455.4200"
"2018/10/30","461.7700","989154.0000","438.6800","462.4500","438.1200"
"2018/10/29","440.8700","877064.0000","443.4800","453.9000","436.3100"
"2018/10/26","438.3800","1631622.0000","433.1000","441.7800","420.5800"
"2018/10/25","423.8800","1262282.0000","417.2600","427.9100","413.1667"
"2018/10/24","413.0000","839085.0000","432.6600","434.3800","411.5500"
"2018/10/23","434.2900","561124.0000","430.3800","435.4100","428.3600"
"2018/10/22","431.1900","563285.0000","436.0500","437.0000","426.7200"
"2018/10/19","428.5400","509923.0000","433.0000","436.5100","427.2600"
"2018/10/18","431.7300","746641.0000","424.0000","432.3300","420.8600"
"2018/10/17","429.8500","716762.0000","433.2900","434.6100","421.5400"
"2018/10/16","433.9500","941482.0000","432.2300","435.3400","424.0700"
"2018/10/15","431.7400","501243.0000","434.4400","436.2800","428.7750"
"2018/10/12","435.7100","818885.0000","439.5500","444.6400","425.1400"
"2018/10/11","433.9300","659886.0000","432.0000","442.4300","430.3100"
"2018/10/10","434.2100","637830.0000","445.9400","446.7000","433.2950"
"2018/10/09","447.0900","492594.0000","448.9500","455.7600","446.0400"
"2018/10/08","448.5600","839291.0000","448.6500","455.0000","444.2200"
"2018/10/05","449.3600","958624.0000","446.9100","454.8000","444.1600"
"2018/10/04","447.7700","854638.0000","440.0000","447.8300","439.0000"
"2018/10/03","436.4400","706959.0000","436.0600","439.9900","431.4360"
"2018/10/02","436.3700","916469.0000","448.0000","450.7100","435.7600"
"2018/10/01","446.9700","958228.0000","446.9700","458.8600","446.0000"
"2018/09/28","454.5200","932746.0000","461.8000","462.3099","453.6700"
"2018/09/27","465.4000","440653.0000","469.0400","473.9800","464.3500"
"2018/09/26","467.9100","547229.0000","467.3000","471.5036","462.9700"
"2018/09/25","465.6200","354334.0000","468.0900","468.9000","463.5900"
"2018/09/24","465.8900","620249.0000","465.1100","467.3500","458.0800"
"2018/09/21","467.3700","994663.0000","480.4800","480.8800","465.2219"
"2018/09/20","480.1000","654009.0000","492.3000","496.8900","477.2950"
"2018/09/19","490.6000","386325.0000","491.1100","492.9700","488.8400"
"2018/09/18","491.4900","438783.0000","487.6300","493.8100","487.6300"
"2018/09/17","488.3200","633403.0000","491.6200","491.6200","481.9900"
"2018/09/14","491.5600","505629.0000","497.2400","497.2400","488.5100"
"2018/09/13","495.9400","438653.0000","494.8000","497.8650","491.8800"
"2018/09/12","494.7700","513449.0000","488.1300","495.8500","484.5300"
"2018/09/11","488.2300","406327.0000","489.1200","493.5550","487.3400"
"2018/09/10","489.1200","781260.0000","482.7800","490.4700","477.8300"
"2018/09/07","482.0300","780072.0000","474.7600","483.2900","468.1700"
"2018/09/06","481.0500","796876.0000","479.5200","482.4300","476.2550"
"2018/09/05","477.8800","710526.0000","479.1000","481.5200","473.2900"
"2018/09/04","477.4900","593193.0000","476.1900","479.4500","471.2500"
"2018/08/31","475.1800","803089.0000","480.0000","481.5250","472.0000"
"2018/08/30","483.9900","560039.0000","486.3800","490.4200","482.1800"
"2018/08/29","487.6500","771061.0000","497.6000","497.6000","485.5800"
"2018/08/28","494.0900","515580.0000","496.4900","503.0000","493.4201"
"2018/08/27","495.6000","1373435.0000","511.7500","513.0100","493.4550"
"2018/08/24","520.7100","451263.0000","520.5400","522.7950","519.3100"
"2018/08/23","518.0400","705596.0000","514.3800","522.6900","511.1200"
"2018/08/22","523.5800","459673.0000","519.1000","527.0000","518.0200"
"2018/08/21","518.9000","450626.0000","515.7500","522.2300","512.1231"
"2018/08/20","515.7500","598506.0000","510.3400","516.7600","504.1903"
"2018/08/17","510.4400","724488.0000","505.0400","513.5200","500.4946"
"2018/08/16","502.7000","2210377.0000","526.5100","530.6800","499.4400"
"2018/08/15","525.8900","1917560.0000","504.7900","526.4100","504.7400"
"2018/08/14","493.3200","876477.0000","486.8200","495.0369","485.0100"
"2018/08/13","484.6600","383722.0000","486.3800","489.9600","481.2500"
"2018/08/10","485.4700","597912.0000","484.9400","490.8511","482.4400"
"2018/08/09","487.6800","589259.0000","488.4300","493.0000","486.7200"
"2018/08/08","487.5700","805916.0000","478.7800","488.2400","477.9375"
"2018/08/07","478.0200","548465.0000","476.5000","482.0000","471.0200"
"2018/08/06","475.2500","1127372.0000","464.7800","480.2300","461.8100"
"2018/08/03","463.2700","1082453.0000","460.2500","468.4400","459.0000"
"2018/08/02","460.3800","1239086.0000","440.0800","461.1000","439.4300"
"2018/08/01","442.6300","1130719.0000","435.0000","444.9900","429.0101"
"2018/07/31","433.6600","4521010.0000","448.0000","452.7500","425.8800"
"2018/07/30","465.4700","710626.0000","470.1500","472.9900","464.5475"
"2018/07/27","472.3000","2182662.0000","473.8400","483.2900","465.5600"
"2018/07/26","446.7600","869639.0000","449.2600","451.5400","446.0000"
"2018/07/25","451.6300","441441.0000","446.0100","457.2000","446.0100"
"2018/07/24","449.4800","577457.0000","456.9500","456.9500","447.2100"
"2018/07/23","456.5900","444162.0000","451.1300","457.0600","448.7900"
"2018/07/20","451.1900","429878.0000","453.2800","454.5700","449.0100"
"2018/07/19","454.8300","291764.0000","453.0000","458.3080","452.0000"
"2018/07/18","453.5800","308440.0000","453.7700","454.7400","448.2000"
"2018/07/17","452.5400","531651.0000","451.2900","459.7800","448.5300"
"2018/07/16","452.0600","531259.0000","455.1600","458.2199","448.9500"
"2018/07/13","457.2100","349407.0000","458.6000","461.0000","456.6700"
"2018/07/12","459.0500","405246.0000","459.8900","464.3899","458.4000"
"2018/07/11","457.1800","580694.0000","452.7400","459.7900","452.1700"
"2018/07/10","454.2100","659797.0000","455.7200","461.1400","452.5600"
"2018/07/09","463.8900","728911.0000","454.3800","464.5700","452.7600"
"2018/07/06","451.0400","573435.0000","449.8500","451.8199","445.6150"
"2018/07/05","448.0200","470241.0000","450.0000","450.0000","444.6300"
"2018/07/03","448.9500","457068.0000","443.5000","450.4653","441.0200"
"2018/07/02","442.8200","701596.0000","427.9800","442.9900","424.3600"
"2018/06/29","431.3700","1027128.0000","433.0000","437.6003","429.2800"
"2018/06/28","428.3600","2252234.0000","434.5500","440.4400","415.0600"
"2018/06/27","457.2400","623171.0000","460.0000","467.5100","455.2000"
"2018/06/26","461.7000","907726.0000","455.4600","465.1509","455.0000"
"2018/06/25","454.1700","794039.0000","467.0000","467.6500","450.5850"
"2018/06/22","469.9400","663544.0000","469.1870","474.4600","464.0800"
"2018/06/21","463.1600","506155.0000","468.6000","473.9600","462.7400"
"2018/06/20","465.5000","372717.0000","469.3000","470.7600","462.1561"
"2018/06/19","469.2200","554096.0000","464.3000","471.2000","464.0000"
"2018/06/18","468.4600","550794.0000","459.0200","472.3090","458.5902"
"2018/06/15","462.0100","544926.0000","459.8800","465.4500","457.0700"
"2018/06/14","460.4400","493955.0000","459.3200","461.4000","454.4000"
"2018/06/13","457.3000","548849.0000","466.9100","469.4150","456.9500"
"2018/06/12","466.3000","715350.0000","466.4400","469.4200","462.4400"
"2018/06/11","466.6400","1127658.0000","452.8200","470.0000","452.8200"
"2018/06/08","453.3800","1388187.0000","448.9900","459.6500","446.9100"
"2018/06/07","448.2800","509514.0000","454.9100","457.7500","446.5800"
"2018/06/06","453.8200","724641.0000","453.9600","458.6900","452.1300"
"2018/06/05","453.3400","719297.0000","444.6900","456.0000","442.4700"
"2018/06/04","443.8300","568340.0000","441.6600","444.5000","438.0800"
"2018/06/01","438.6200","640839.0000","431.5900","439.9450","430.9600"
"2018/05/31","430.1800","664353.0000","437.0800","441.5000","429.1500"
"2018/05/30","436.6100","385335.0000","433.9400","437.3400","432.5400"
"2018/05/29","433.0100","528023.0000","428.9100","434.8500","427.0000"
"2018/05/25","428.9600","453888.0000","433.9100","436.6100","427.5600"
"2018/05/24","433.4300","297972.0000","435.0000","435.5900","430.6300"
"2018/05/23","435.5100","369667.0000","432.0000","436.2500","430.6400"
"2018/05/22","433.4400","410173.0000","435.7700","435.7700","430.6000"
"2018/05/21","433.8600","411314.0000","433.2700","435.7500","430.1975"
"2018/05/18","431.9500","709794.0000","438.2700","439.6900","431.0500"
"2018/05/17","438.5800","1139548.0000","444.5100","444.9100","436.0921"
"2018/05/16","444.6700","1859239.0000","429.3200","447.7050","429.3200"
"2018/05/15","426.5600","730536.0000","424.7400","431.2300","422.6650"
"2018/05/14","425.0600","823756.0000","427.3000","432.8300","423.5200"
"2018/05/11","424.9000","546016.0000","422.1500","428.3350","421.7200"
"2018/05/10","422.6700","465292.0000","423.8200","426.5000","420.5210"
"2018/05/09","424.6900","571835.0000","428.9200","429.9300","422.6600"
"2018/05/08","424.4200","671402.0000","418.6800","428.2800","418.0100"
"2018/05/07","419.6200","581094.0000","421.6100","421.6900","415.2400"
"2018/05/04","420.4100","703726.0000","418.9000","424.1000","417.5400"
"2018/05/03","419.4200","801111.0000","420.8900","423.0100","416.6550"
"2018/05/02","421.2200","1047421.0000","424.7300","425.1000","417.5800"
"2018/05/01","426.0100","969800.0000","423.2900","431.0000","420.0100"
"2018/04/30","423.3300","1677466.0000","427.6000","432.5000","419.8106"
"2018/04/27","427.3500","3144424.0000","420.2800","433.0000","416.8100"
"2018/04/26","422.5000","7027919.0000","388.3300","425.6500","386.1100"
"2018/04/25","339.5200","1341243.0000","333.2200","342.0100","330.3700"
"2018/04/24","333.1000","849952.0000","332.9500","339.0400","329.6600"
"2018/04/23","330.7100","979637.0000","333.6500","336.3000","326.0000"
"2018/04/20","331.9500","802673.0000","336.0600","339.7491","330.5700"
"2018/04/19","338.4600","709820.0000","339.0000","342.5800","334.0100"
"2018/04/18","339.3600","1596741.0000","336.0000","351.1687","335.7233"
"2018/04/17","334.6100","891585.0000","330.0000","340.7600","329.5800"
"2018/04/16","326.6000","781674.0000","318.5900","330.0000","318.1100"
"2018/04/13","318.3600","625066.0000","328.4000","328.4000","315.9500"
"2018/04/12","325.0800","613722.0000","323.6500","327.6900","319.7000"
"2018/04/11","321.7500","667935.0000","321.4500","331.9050","320.5800"
"2018/04/10","321.7700","595273.0000","319.8900","323.8000","315.7700"
"2018/04/09","317.1000","514691.0000","320.0900","321.7100","316.8750"
"2018/04/06","318.0700","631828.0000","325.0900","328.0651","315.6800"
"2018/04/05","327.7100","599341.0000","326.1000","334.0600","325.1900"
"2018/04/04","325.8400","690310.0000","313.9500","328.0300","312.5100"
"2018/04/03","316.6600","598582.0000","311.5500","317.8100","311.0000"
"2018/04/02","311.1600","819328.0000","322.2400","323.5500","307.7000"
"2018/03/29","323.1100","532670.0000","319.9500","327.3900","319.9500"
"2018/03/28","319.5100","513119.0000","322.0000","323.9195","316.2200"
"2018/03/27","322.9600","598653.0000","329.9000","333.2100","321.0300"
"2018/03/26","327.8600","688862.0000","327.3900","329.0000","321.0600"
"2018/03/23","322.3000","1050282.0000","337.2300","340.4300","321.2600"
"2018/03/22","336.7100","1541155.0000","330.2800","344.3400","329.0000"
"2018/03/21","334.5200","1378319.0000","320.9400","339.1999","320.3200"
"2018/03/20","320.1700","547988.0000","316.7500","322.7200","315.0000"
"2018/03/19","316.8000","550881.0000","319.7800","321.8761","314.0500"
"2018/03/16","320.2000","726753.0000","319.1000","325.1200","318.9500"
"2018/03/15","318.9100","786755.0000","319.6800","327.0000","317.7900"
"2018/03/14","319.6600","760954.0000","327.3900","327.5100","318.0000"
"2018/03/13","326.8000","657680.0000","324.2600","328.9100","323.3700"
"2018/03/12","323.7600","628552.0000","323.0000","328.4500","321.7400"
"2018/03/09","322.1600","564401.0000","323.2600","323.4100","319.5000"
"2018/03/08","321.8600","535142.0000","321.0000","324.7788","315.9500"
"2018/03/07","319.9500","384530.0000","315.8600","320.0900","314.8800"
"2018/03/06","318.0400","530726.0000","322.2500","322.7400","315.1600"
"2018/03/05","320.1600","790100.0000","320.0000","324.8200","318.4000"
"2018/03/02","319.9900","840250.0000","310.3400","320.8500","309.0310"
"2018/03/01","313.2600","1095153.0000","318.2600","320.8800","309.0700"
"2018/02/28","318.4100","911680.0000","320.2000","325.6900","318.2700"
"2018/02/27","319.1500","1749313.0000","318.8600","330.1400","317.3100"
"2018/02/26","311.8900","910706.0000","316.4900","318.7400","311.3104"
"2018/02/23","315.8200","955338.0000","316.5500","317.4400","309.1700"
"2018/02/22","313.9100","1287455.0000","320.0400","324.4700","311.6700"
"2018/02/21","320.9600","1902033.0000","318.0000","324.4400","316.0100"
